url,keywords
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/overview,evaluators; uses; ai; javascript python; workspace; faster; trajectory; curated; analyzes; evaluation logic; programmatic evaluators; llms; assess ai; ai evaluators; statistical evaluators; ai agents; javascript; clarity; read; statistical
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/contains-special-characters,boolean; input; special; boolean true; string number; validate; string; output; true; number; character; evaluator; function; characters; dataoutput string; assuming evaluator; result boolean; dataoutput; text dataoutput; output compare
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/contains-valid-email,boolean; email; input; valid email; email addresses; addresses; boolean true; valid; string number; validate; string; output; true; number; evaluator; function; detected; dataoutput string; assuming evaluator; result boolean
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/contains-valid-phone-number,10 digit; digit; phone; 10; number; boolean; validate; input; phone number; boolean true; string number; string; output; true; evaluator; function; string validate; dataoutput string; assuming evaluator; result boolean
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/contains-valid-url,boolean; input; urls; boolean true; valid; string number; validate; string; output; true; number; evaluator; function; detected; dataoutput string; assuming evaluator; result boolean; dataoutput; text dataoutput; output compare
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/count-word-occurrences,input; boolean; word; boolean true; string number; validate; string; output; true; number; evaluator; function; appears; appear; input string; assuming evaluator; does; result boolean; dataoutput; text dataoutput
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-between-range,string number; boolean; input; value; number; boolean true; validate; string; expectedoutput; output; true; evaluator; expectedoutput expected; validated; function; outside; invalid; assuming evaluator; 100; result boolean
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-base64,string; boolean; validate; base64; input; string valid; boolean true; valid; string number; output; true; number; evaluator; function; string validate; true string; false string; dataoutput string; assuming evaluator; result boolean
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-date,date; string; boolean; input; string valid; boolean true; valid; string number; validate; output; true; number; evaluator; validateexpectedoutput; validateexpectedoutput expected; function; true string; false string; assuming evaluator; result boolean
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-email,string; boolean; email; validate; input; valid email; email address; string valid; address; boolean true; valid; string number; output; true; number; evaluator; function; string validate; true string; false string
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-hex-color,hex; string; boolean; validate; input; string valid; boolean true; valid; string number; output; true; number; code; evaluator; function; string validate; true string; false string; dataoutput string; assuming evaluator
